ref_area,indicator,source,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1994,5,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1994,5,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1995,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1995,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1996,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1996,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1997,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1997,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1998,1,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1998,1,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_ISIC3_TOTAL,1999,0,,,T13:149_I4:219,
ANT,INJ_FATL_ECO_RT,FA:854,ECO_AGGREGATE_TOTAL,1999,0,,,T13:149_I4:219,
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,1997,14.92,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,1997,31.11,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,1997,26.7,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,1997,13.27,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,1997,27.94,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,1997,38.6,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,1997,8.9,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,1997,32.04,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,1997,11.03,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,1997,6.55,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,1997,14.92,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,1998,23.7,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,1998,55.26,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,1998,34.77,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,1998,23.62,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,1998,23.11,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,1998,58.28,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,1998,19.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,1998,46.54,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,1998,17.76,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,1998,10.73,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,1998,23.7,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,1999,21.58,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,1999,55.19,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,1999,32.19,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,1999,19.97,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,1999,47.14,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,1999,57.99,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,1999,21.26,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,1999,38.55,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,1999,18.35,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,1999,8.81,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,1999,21.58,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2000,18.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2000,33.48,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2000,33.13,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2000,19.31,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2000,23.75,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2000,47.24,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2000,17.47,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2000,34.33,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2000,16.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2000,10.65,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2000,18.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2002,15.21,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2002,32.22,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2002,41.78,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2002,17.84,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2002,19.25,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2002,39.42,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2002,11.67,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2002,31.89,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2002,14.97,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2002,8.6,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_0,2002,47.15,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2002,15.21,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2003,15.22,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2003,32.8,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2003,41.4,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2003,13.16,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2003,21.34,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2003,47.4,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2003,14.73,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2003,29.06,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2003,15.83,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2003,8.27,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2003,15.22,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2004,15.01,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2004,38.25,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2004,60.06,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2004,16.23,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2004,20.82,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2004,44.85,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2004,11.65,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2004,25.25,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2004,12.51,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2004,7.7,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_0,2004,32.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2004,15.01,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2005,14.28,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2005,37.01,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2005,37.85,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2005,17.73,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2005,16.55,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2005,35.77,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2005,10.66,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2005,28.93,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2005,10.66,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2005,6.5,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_0,2005,26.93,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2005,14.28,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2006,14.91,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2006,35.17,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2006,23.85,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2006,17.57,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2006,16.23,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2006,41.59,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2006,10.63,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2006,31.67,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2006,11.31,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2006,6.89,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_0,2006,53.82,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2006,14.91,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_TOTAL,2007,14.07,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_1,2007,30.72,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_2,2007,26.75,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_3,2007,14.93,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_4,2007,12.73,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_5,2007,36.25,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_6,2007,10.14,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_7,2007,29.32,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_8,2007,11.91,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_ISIC2_9,2007,7.53,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FA:865,ECO_AGGREGATE_TOTAL,2007,14.07,,,T13:149_I4:219,S3:26
ARG,INJ_FATL_ECO_RT,FX:154,ECO_ISIC4_TOTAL,2009,10.58,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2009,10.58,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_RT,FX:154,ECO_ISIC4_TOTAL,2010,10.93,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2010,10.93,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2011,7.67,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2011,18.27,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2011,6.12,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2011,21.58,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2011,15.82,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2011,8,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2011,3.38,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_X,2011,25.05,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2012,6.78,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2012,17.09,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2012,6.33,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2012,25.88,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2012,26.8,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2012,6.69,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2012,2.52,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_X,2012,20.09,,,T13:149_T14:154_I4:217_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2014,4.74,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2014,13.38,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2014,4.28,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2014,15.54,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2014,13.84,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2014,5.25,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2014,2.24,,,T13:149_T14:154_I4:219_I1:468,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2015,4.85,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2015,16.56,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2015,4.23,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2015,12.77,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2015,7.86,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2015,5.19,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2015,2.74,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_X,2015,0,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2016,4.22,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2016,14.2,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2016,4.93,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2016,16.43,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2016,12.31,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2016,4.27,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2016,1.57,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_X,2016,0,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2017,4.27,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2017,14.25,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2017,4.34,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2017,13.34,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2017,13.48,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2017,5.03,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2017,1.54,,,T13:149_T14:154,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_TOTAL,2018,3.72,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_AGR,2018,13.99,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MAN,2018,3.69,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_CON,2018,11.7,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MEL,2018,7.98,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_MKT,2018,3.9,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_PUB,2018,1.67,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARG,INJ_FATL_ECO_RT,FX:154,ECO_AGGREGATE_X,2018,0,,,T13:149_T14:154_I2:1681_I5:221,S9:259
ARM,INJ_FATL_ECO_RT,EB:176,ECO_ISIC4_TOTAL,2013,1.87,,,T13:149_T14:156_I1:468,S8:1619_S9:66
ARM,INJ_FATL_ECO_RT,EB:176,ECO_AGGREGATE_TOTAL,2013,1.87,,,T13:149_T14:156_I1:468,S8:1619_S9:66
ARM,INJ_FATL_ECO_RT,EB:176,ECO_ISIC4_TOTAL,2018,13.64,,,T13:149_T14:156,S14:4077_S8:1619_S9:66_S10:73
ARM,INJ_FATL_ECO_RT,EB:176,ECO_AGGREGATE_TOTAL,2018,13.64,,,T13:149_T14:156,S14:4077_S8:1619_S9:66_S10:73
ARM,INJ_FATL_ECO_RT,EB:176,ECO_ISIC4_TOTAL,2019,4.38,,,T13:149_T14:156,S14:4077_S8:1619_S9:66_S10:73
ARM,INJ_FATL_ECO_RT,EB:176,ECO_AGGREGATE_TOTAL,2019,4.38,,,T13:149_T14:156,S14:4077_S8:1619_S9:66_S10:73
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_TOTAL,1992,7,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_A,1992,29,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_C,1992,25,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_D,1992,8,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_E,1992,15,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_F,1992,15,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_G,1992,5,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_J,1992,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_L,1992,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_M,1992,3,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_O,1992,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_AGGREGATE_TOTAL,1992,7,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_TOTAL,1993,7,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_A,1993,27,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_C,1993,20,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_D,1993,7,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_E,1993,10,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_F,1993,18,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_G,1993,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_J,1993,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_L,1993,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_M,1993,2,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_O,1993,4,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_AGGREGATE_TOTAL,1993,7,,,T13:150_I4:216,S3:26_S4:32
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_TOTAL,1994,7,,,T13:150_I4:216,S3:26_S4:34
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_A,1994,27,,,T13:150_I4:216,S3:26_S4:34
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_C,1994,19,,,T13:150_I4:216,S3:26_S4:34
AUS,INJ_FATL_ECO_RT,FA:877,ECO_ISIC3_D,1994,6,,,T13:150_I4:216,S3:26_S4:34
